Table 1
Mã hàng,Tên mặt hàng,Nhóm mặt hàng,Đơn vị tính,Giá bán,Giá nhập,Mặc định giảm giá,Mặc định giảm tiền,Giá sỉ 1 CÁI,Mã sẵn có,Ghi chú,Giá sỉ CHẴN,Giá có hoá đơn đỏ,Không in chế biến,Đơn vị tính chẵn,Quy đổi,Giá bán chẵn
SGK080001,Toán 8/1 (T6),Lớp 08,Cuốn,"6,800.00",0.00,0.00,0.00,0.00,9786040000996,,0.00,0.00,FALSE,,,0.00
SGK080002,Toán 8/2 (T6),Lớp 08,Cuốn,"6,800.00",0.00,0.00,0.00,0.00,9786040001009,,0.00,0.00,FALSE,,,0.00
SGK080003,Vật lí 8 (T6),Lớp 08,Cuốn,"6,400.00",0.00,0.00,0.00,0.00,9786040001016,,0.00,0.00,FALSE,,,0.00
SGK080004,Hóa học 8 (T6),Lớp 08,Cuốn,"9,600.00",0.00,0.00,0.00,0.00,9786040001023,,0.00,0.00,FALSE,,,0.00
SGK080005,Sinh học 8 (T6),Lớp 08,Cuốn,"15,500.00",0.00,0.00,0.00,0.00,9786040001030,,0.00,0.00,FALSE,,,0.00
SGK080006,Công nghệ 8-Công nhiệp (T6),Lớp 08,Cuốn,"14,800.00",0.00,0.00,0.00,0.00,9786040001047,,0.00,0.00,FALSE,,,0.00
SGK080007,Ngữ văn 8/1 (T6),Lớp 08,Cuốn,"8,500.00",0.00,0.00,0.00,0.00,9786040001054,,0.00,0.00,FALSE,,,0.00
SGK080008,Ngữ văn 8/2 (T6),Lớp 08,Cuốn,"7,800.00",0.00,0.00,0.00,0.00,9786040001061,,0.00,0.00,FALSE,,,0.00
SGK080009,Lịch sử 8 (T6),Lớp 08,Cuốn,"9,400.00",0.00,0.00,0.00,0.00,9786040001078,,0.00,0.00,FALSE,,,0.00
SGK080010,Địa lí 8 (T6),Lớp 08,Cuốn,"11,600.00",0.00,0.00,0.00,0.00,9786040001085,,0.00,0.00,FALSE,,,0.00
SGK080011,Giáo dục công dân 8 (T6),Lớp 08,Cuốn,"3,400.00",0.00,0.00,0.00,0.00,9786040001092,,0.00,0.00,FALSE,,,0.00
SGK080012,Âm nhạc và mỹ thuật 8 (T6),Lớp 08,Cuốn,"11,600.00",0.00,0.00,0.00,0.00,9786040001108,,0.00,0.00,FALSE,,,0.00
SGK080013,Tiếng Anh 8 (T6),Lớp 08,Cuốn,"12,000.00",0.00,0.00,0.00,0.00,9786040001122,,0.00,0.00,FALSE,,,0.00
SGK080014,Bài tập Toán 8/1 (T6),Lớp 08,Cuốn,"13,100.00",0.00,0.00,0.00,0.00,9786040013583,,0.00,0.00,FALSE,,,0.00
SGK080015,Bài tập toán 8/2 (T6),Lớp 08,Cuốn,"12,600.00",0.00,0.00,0.00,0.00,9786040013590,,0.00,0.00,FALSE,,,0.00
SGK080016,Bài tập Vật Lí 8 (T6),Lớp 08,Cuốn,"6,500.00",0.00,0.00,0.00,0.00,9786040013606,,0.00,0.00,FALSE,,,0.00
SGK080017,Bài tập Hóa học 8 (T6),Lớp 08,Cuốn,"11,200.00",0.00,0.00,0.00,0.00,9786040013613,,0.00,0.00,FALSE,,,0.00
SGK080018,Bài tập Ngữ văn 8/1 (T6),Lớp 08,Cuốn,"9,400.00",0.00,0.00,0.00,0.00,9786040013620,,0.00,0.00,FALSE,,,0.00
SGK080019,Bài tập Ngữ văn 8/2 (T6),Lớp 08,Cuốn,"9,200.00",0.00,0.00,0.00,0.00,9786040013637,,0.00,0.00,FALSE,,,0.00
SGK080020,Bài tập Tiếng Anh 8 (T6),Lớp 08,Cuốn,"9,900.00",0.00,0.00,0.00,0.00,9786040013644,,0.00,0.00,FALSE,,,0.00
SGK090001,Toán 9/1 (T6),Lớp 09 ,Cuốn,"6,500.00",0.00,0.00,0.00,0.00,9786040001160,,0.00,0.00,FALSE,,,0.00
SGK090002,Toán 9/2 (T6),Lớp 09 ,Cuốn,"6,900.00",0.00,0.00,0.00,0.00,9786040001177,,0.00,0.00,FALSE,,,0.00
SGK090003,Vật lí 9 (T6),Lớp 09 ,Cuốn,"9,900.00",0.00,0.00,0.00,0.00,9786040001184,,0.00,0.00,FALSE,,,0.00
SGK090004,Hóa học 9 (T6),Lớp 09 ,Cuốn,"12,600.00",0.00,0.00,0.00,0.00,9786040001191,,0.00,0.00,FALSE,,,0.00
SGK090005,Sinh học 9 (T6),Lớp 09 ,Cuốn,"14,200.00",0.00,0.00,0.00,0.00,9786040001207,,0.00,0.00,FALSE,,,0.00
SGK090006,Ngữ Văn 9/1 (T6),Lớp 09 ,Cuốn,"11,100.00",0.00,0.00,0.00,0.00,9786040001221,,0.00,0.00,FALSE,,,0.00
SGK090007,Ngữ Văn 9/2 (T6),Lớp 09 ,Cuốn,"10,000.00",0.00,0.00,0.00,0.00,9786040001238,,0.00,0.00,FALSE,,,0.00
SGK090008,Lịch sử 9 (T6),Lớp 09 ,Cuốn,"11,000.00",0.00,0.00,0.00,0.00,9786040001245,,0.00,0.00,FALSE,,,0.00
SGK090009,Địa lí 9 (T6),Lớp 09 ,Cuốn,"11,500.00",0.00,0.00,0.00,0.00,9786040001252,,0.00,0.00,FALSE,,,0.00
SGK090010,Giáo dục công dân 9 (T6),Lớp 09 ,Cuốn,"3,700.00",0.00,0.00,0.00,0.00,9786040001269,,0.00,0.00,FALSE,,,0.00
SGK090011,Tiếng Anh 9 (T6),Lớp 09 ,Cuốn,"8,300.00",0.00,0.00,0.00,0.00,9786040001276,,0.00,0.00,FALSE,,,0.00
SGK090012,Âm nhạc và mỹ thuật 9 (T6),Lớp 09 ,Cuốn,"8,800.00",0.00,0.00,0.00,0.00,9786040001313,,0.00,0.00,FALSE,,,0.00
SGK090013,BT Toán 9/1 (T6),Lớp 09 ,Cuốn,"13,900.00",0.00,0.00,0.00,0.00,9786040013668,,0.00,0.00,FALSE,,,0.00
SGK090014,BT Toán 9/2 (T6),Lớp 09 ,Cuốn,"13,300.00",0.00,0.00,0.00,0.00,9786040013675,,0.00,0.00,FALSE,,,0.00
SGK090015,BT Vật lí 9 (T6),Lớp 09 ,Cuốn,"8,200.00",0.00,0.00,0.00,0.00,9786040013682,,0.00,0.00,FALSE,,,0.00
SGK090016,BT Hóa học 9 (T6),Lớp 09 ,Cuốn,"11,000.00",0.00,0.00,0.00,0.00,9786040013699,,0.00,0.00,FALSE,,,0.00
SGK090017,BT Ngữ văn 9/1 (T6),Lớp 09 ,Cuốn,"9,600.00",0.00,0.00,0.00,0.00,9786040013705,,0.00,0.00,FALSE,,,0.00
SGK090018,BT Ngữ văn 9/2 (T6),Lớp 09 ,Cuốn,"8,700.00",0.00,0.00,0.00,0.00,9786040013712,,0.00,0.00,FALSE,,,0.00
SGK090019,BT Tiếng Anh 9 (T6),Lớp 09 ,Cuốn,"9,600.00",0.00,0.00,0.00,0.00,9786040013729,,0.00,0.00,FALSE,,,0.00
SGK090020,Công nghệ 9: Lắp đặt mạng điện trong nhà (T6),Lớp 09 ,Cuốn,"4,400.00",0.00,0.00,0.00,0.00,9786040001344,,0.00,0.00,FALSE,,,0.00
SGK100001,Đại số 10_CB (T6),Lớp 10,Cuốn,"8,400.00",0.00,0.00,0.00,0.00,9786040001375,,0.00,0.00,FALSE,,,0.00
SGK100002,Hình học 10_CB (T6),Lớp 10,Cuốn,"5,500.00",0.00,0.00,0.00,0.00,9786040001382,,0.00,0.00,FALSE,,,0.00
SGK100003,Vật lí 10_CB (T6),Lớp 10,Cuốn,"13,400.00",0.00,0.00,0.00,0.00,9786040001399,,0.00,0.00,FALSE,,,0.00
SGK100004,Hóa học 10_CB (T6),Lớp 10,Cuốn,"12,800.00",0.00,0.00,0.00,0.00,9786040001405,,0.00,0.00,FALSE,,,0.00
SGK100005,Sinh học 10_CB (T6),Lớp 10,Cuốn,"10,000.00",0.00,0.00,0.00,0.00,9786040001412,,0.00,0.00,FALSE,,,0.00
SGK100006,Công nghệ 10 (T6),Lớp 10,Cuốn,"13,800.00",0.00,0.00,0.00,0.00,9786040001429,,0.00,0.00,FALSE,,,0.00
SGK100007,Ngữ văn 10/1_CB (T6),Lớp 10,Cuốn,"8,500.00",0.00,0.00,0.00,0.00,9786040001436,,0.00,0.00,FALSE,,,0.00
SGK100008,Ngữ văn 10/2_CB (T6),Lớp 10,Cuốn,"7,800.00",0.00,0.00,0.00,0.00,9786040001443,,0.00,0.00,FALSE,,,0.00
SGK100009,Lịch sử 10_CB (T6),Lớp 10,Cuốn,"12,000.00",0.00,0.00,0.00,0.00,9786040001450,,0.00,0.00,FALSE,,,0.00
SGK100010,Địa lí 10_CB (T6),Lớp 10,Cuốn,"12,300.00",0.00,0.00,0.00,0.00,9786040001467,,0.00,0.00,FALSE,,,0.00
SGK100011,Giáo dục công dân 10 (T6),Lớp 10,Cuốn,"5,900.00",0.00,0.00,0.00,0.00,9786040001474,,0.00,0.00,FALSE,,,0.00
SGK100012,Tin học 10 (T6),Lớp 10,Cuốn,"8,500.00",0.00,0.00,0.00,0.00,9786040001481,,0.00,0.00,FALSE,,,0.00
SGK100013,Tiếng Anh 10_CB (T6),Lớp 10,Cuốn,"13,700.00",0.00,0.00,0.00,0.00,9786040001498,,0.00,0.00,FALSE,,,0.00
SGK100014,Giáo Dục Quốc Phòng - An Ninh 10 (T6),Lớp 10,Cuốn,"8,800.00",0.00,0.00,0.00,0.00,9786040002297,,0.00,0.00,FALSE,,,0.00
SGK100015,Bài tập Đại số 10_CB (T6),Lớp 10,Cuốn,"14,900.00",0.00,0.00,0.00,0.00,9786040014115,,0.00,0.00,FALSE,,,0.00
SGK100016,Bài tập Hình học 10_CB (T6),Lớp 10,Cuốn,"14,000.00",0.00,0.00,0.00,0.00,9786040014122,,0.00,0.00,FALSE,,,0.00
SGK100017,Bài tập Vật Lí 10_CB (T6),Lớp 10,Cuốn,"13,700.00",0.00,0.00,0.00,0.00,9786040014139,,0.00,0.00,FALSE,,,0.00
SGK100018,Bài tập Hóa học 10_CB (T6),Lớp 10,Cuốn,"11,900.00",0.00,0.00,0.00,0.00,9786040014146,,0.00,0.00,FALSE,,,0.00
SGK100019,Bài tập Ngữ văn 10/1_CB (T6),Lớp 10,Cuốn,"9,300.00",0.00,0.00,0.00,0.00,9786040014153,,0.00,0.00,FALSE,,,0.00
SGK100020,Bài tập Ngữ văn 10/2_CB (T6),Lớp 10,Cuốn,"9,600.00",0.00,0.00,0.00,0.00,9786040014160,,0.00,0.00,FALSE,,,0.00
SGK100021,Bài tập Tin học 10 (T6),Lớp 10,Cuốn,"10,700.00",0.00,0.00,0.00,0.00,9786040014177,,0.00,0.00,FALSE,,,0.00
SGK100022,Bài tập Tiếng Anh 10_CB (T6),Lớp 10,Cuốn,"7,000.00",0.00,0.00,0.00,0.00,9786040014184,,0.00,0.00,FALSE,,,0.00
SGK100023,Tiếng anh 10_NC (T6),Lớp 10,Cuốn,"15,700.00",0.00,0.00,0.00,0.00,9786040001627,,0.00,0.00,FALSE,,,0.00
SGK100024,Đại số 10_NC (T6),Lớp 10,Cuốn,"11,000.00",0.00,0.00,0.00,0.00,9786040001535,,0.00,0.00,FALSE,,,0.00
SGK100025,Ngữ văn 10/1_NC (T6),Lớp 10,Cuốn,"9,300.00",0.00,0.00,0.00,0.00,9786040001580,,0.00,0.00,FALSE,,,0.00
SGK100026,Ngữ văn 10/2_NC (T6),Lớp 10,Cuốn,"8,800.00",0.00,0.00,0.00,0.00,9786040001597,,0.00,0.00,FALSE,,,0.00
SGK100027,Hình học 10_NC (T6),Lớp 10,Cuốn,"6,600.00",0.00,0.00,0.00,0.00,9786040001542,,0.00,0.00,FALSE,,,0.00
SGK100028,Hóa Học 10_NC (T6),Lớp 10,Cuốn,"15,800.00",0.00,0.00,0.00,0.00,9786040001566,,0.00,0.00,FALSE,,,0.00
SGK100029,Sinh học 10_NC (T6),Lớp 10,Cuốn,"12,000.00",0.00,0.00,0.00,0.00,9786040001573,,0.00,0.00,FALSE,,,0.00
SGK100030,Vật lí 10_NC (T6),Lớp 10,Cuốn,"18,700.00",0.00,0.00,0.00,0.00,9786040001559,,0.00,0.00,FALSE,,,0.00
SGK100031,Bài tập Đại số 10_NC (T6),Lớp 10,Cuốn,"14,600.00",0.00,0.00,0.00,0.00,9786040014412,,0.00,0.00,FALSE,,,0.00
SGK100032,Bài tập Hình học 10_NC (T6),Lớp 10,Cuốn,"11,300.00",0.00,0.00,0.00,0.00,9786040014429,,0.00,0.00,FALSE,,,0.00
SGK100033,Bài tập Vật lí 10_NC (T6),Lớp 10,Cuốn,"9,600.00",0.00,0.00,0.00,0.00,9786040014436,,0.00,0.00,FALSE,,,0.00
SGK100034,Bài tập Hóa học 10_NC (T6),Lớp 10,Cuốn,"9,200.00",0.00,0.00,0.00,0.00,9786040014443,,0.00,0.00,FALSE,,,0.00
SGK100035,Bài tập Sinh học 10_NC (T6),Lớp 10,Cuốn,"8,400.00",0.00,0.00,0.00,0.00,9786040014801,,0.00,0.00,FALSE,,,0.00
SGK110001,Đại số và giải tích 11_CB (T6),Lớp 11,Cuốn,"9,300.00",0.00,0.00,0.00,0.00,9786040001672,,0.00,0.00,FALSE,,,0.00
SGK110002,Hình học 11_CB (T6),Lớp 11,Cuốn,"6,900.00",0.00,0.00,0.00,0.00,9786040001689,,0.00,0.00,FALSE,,,0.00
SGK110003,Vật lí 11_CB (T6),Lớp 11,Cuốn,"13,500.00",0.00,0.00,0.00,0.00,9786040001696,,0.00,0.00,FALSE,,,0.00
SGK110004,Hóa học 11_CB (T6),Lớp 11,Cuốn,"16,200.00",0.00,0.00,0.00,0.00,9786040001702,,0.00,0.00,FALSE,,,0.00
SGK110005,Sinh học 11_CB (T6),Lớp 11,Cuốn,"13,800.00",0.00,0.00,0.00,0.00,9786040001719,,0.00,0.00,FALSE,,,0.00
SGK110006,Công nghệ 11 (T6),Lớp 11,Cuốn,"12,300.00",0.00,0.00,0.00,0.00,9786040001726,,0.00,0.00,FALSE,,,0.00
SGK110007,Ngữ văn 11/1_CB (T6),Lớp 11,Cuốn,"10,300.00",0.00,0.00,0.00,0.00,9786040001733,,0.00,0.00,FALSE,,,0.00
SGK110008,Ngữ văn 11/2_CB (T6),Lớp 11,Cuốn,"6,700.00",0.00,0.00,0.00,0.00,9786040001740,,0.00,0.00,FALSE,,,0.00
SGK110009,Lịch sử 11_CB (T6),Lớp 11,Cuốn,"9,400.00",0.00,0.00,0.00,0.00,9786040001757,,0.00,0.00,FALSE,,,0.00
SGK110010,Địa lí 11_CB (T6),Lớp 11,Cuốn,"8,900.00",0.00,0.00,0.00,0.00,9786040001764,,0.00,0.00,FALSE,,,0.00
SGK110011,Giáo dục công dân 11 (T6),Lớp 11,Cuốn,"5,900.00",0.00,0.00,0.00,0.00,9786040001771,,0.00,0.00,FALSE,,,0.00
SGK110012,Tin học 11 (T6),Lớp 11,Cuốn,"7,200.00",0.00,0.00,0.00,0.00,9786040001788,,0.00,0.00,FALSE,,,0.00
SGK110013,Tiếng Anh 11_CB (T6),Lớp 11,Cuốn,"14,100.00",0.00,0.00,0.00,0.00,9786040001795,,0.00,0.00,FALSE,,,0.00
SGK110014,Giáo Dục Quốc Phòng - An Ninh 11 (T6),Lớp 11,Cuốn,"9,500.00",0.00,0.00,0.00,0.00,9786040002303,,0.00,0.00,FALSE,,,0.00
SGK110015,Bài tập Sinh học 11_CB (T6),Lớp 11,Cuốn,"6,500.00",0.00,0.00,0.00,0.00,9786040014290,,0.00,0.00,FALSE,,,0.00
SGK110016,Ngữ văn 11/1_NC (T6),Lớp 11,Cuốn,"10,600.00",0.00,0.00,0.00,0.00,9786040001894,,0.00,0.00,FALSE,,,0.00
SGK110017,Ngữ văn 11/2_NC (T6),Lớp 11,Cuốn,"8,600.00",0.00,0.00,0.00,0.00,9786040001900,,0.00,0.00,FALSE,,,0.00
SGK110018,Đại số và Giải tích 11_NC (T6),Lớp 11,Cuốn,"11,000.00",0.00,0.00,0.00,0.00,9786040001849,,0.00,0.00,FALSE,,,0.00
SGK110019,Hóa học 11_NC (T6),Lớp 11,Cuốn,"19,000.00",0.00,0.00,0.00,0.00,9786040001870,,0.00,0.00,FALSE,,,0.00
SGK110020,Sinh học 11_NC (T6),Lớp 11,Cuốn,"13,700.00",0.00,0.00,0.00,0.00,9786040001887,,0.00,0.00,FALSE,,,0.00
SGK110021,Vật lí 11_NC (T6),Lớp 11,Cuốn,"16,600.00",0.00,0.00,0.00,0.00,9786040001863,,0.00,0.00,FALSE,,,0.00
SGK110022,Hình học 11_NC (T6),Lớp 11,Cuốn,"6,600.00",0.00,0.00,0.00,0.00,9786040001856,,0.00,0.00,FALSE,,,0.00
SGK110023,BT Đại Số và Giải Tích 11_NC (T6),Lớp 11,Cuốn,"12,500.00",0.00,0.00,0.00,0.00,9786040014450,,0.00,0.00,FALSE,,,0.00
SGK110024,Bài tập Hình học  11_NC (T6),Lớp 11,Cuốn,"13,400.00",0.00,0.00,0.00,0.00,9786040014467,,0.00,0.00,FALSE,,,0.00
SGK110025,Bài tập Vật lí 11_NC (T6),Lớp 11,Cuốn,"11,300.00",0.00,0.00,0.00,0.00,9786040014474,,0.00,0.00,FALSE,,,0.00
SGK110026,Bài tập Hóa học 11_NC (T6),Lớp 11,Cuốn,"10,900.00",0.00,0.00,0.00,0.00,9786040014481,,0.00,0.00,FALSE,,,0.00
SGK110027,Bài tập Sinh học 11_NC (T6),Lớp 11,Cuốn,"9,600.00",0.00,0.00,0.00,0.00,9786040014818,,0.00,0.00,FALSE,,,0.00
SGK110028,Bài tập Giải tích 12_NC (T6),Lớp 11,Cuốn,"12,700.00",0.00,0.00,0.00,0.00,9786040014498,,0.00,0.00,FALSE,,,0.00
SGK110029,Tiếng Anh 11_NC (T6),Lớp 11,Cuốn,"15,700.00",0.00,0.00,0.00,0.00,9786040001931,,0.00,0.00,FALSE,,,0.00
SGK110030,Sinh Học 11(NC),Lớp 11,Cuốn,"10,800.00",0.00,0.00,0.00,0.00,8934980731413,,0.00,0.00,FALSE,,,0.00
SGK120001,Giải tích 12_CB (T6),Lớp 12,Cuốn,"7,800.00",0.00,0.00,0.00,0.00,9786040001979,,0.00,0.00,FALSE,,,0.00
SGK120002,Hình học 12_CB (T6),Lớp 12,Cuốn,"5,900.00",0.00,0.00,0.00,0.00,9786040001986,,0.00,0.00,FALSE,,,0.00
SGK120003,Vật lí 12_CB (T6),Lớp 12,Cuốn,"13,400.00",0.00,0.00,0.00,0.00,9786040001993,,0.00,0.00,FALSE,,,0.00
SGK120004,Hóa học 12_CB (T6),Lớp 12,Cuốn,"15,200.00",0.00,0.00,0.00,0.00,9786040002006,,0.00,0.00,FALSE,,,0.00
SGK120005,Sinh học 12_CB (T6),Lớp 12,Cuốn,"16,000.00",0.00,0.00,0.00,0.00,9786040002013,,0.00,0.00,FALSE,,,0.00
SGK120006,Công nghệ 12 (T6),Lớp 12,Cuốn,"9,200.00",0.00,0.00,0.00,0.00,9786040002020,,0.00,0.00,FALSE,,,0.00
SGK120007,Ngữ văn 12/1_CB (T6),Lớp 12,Cuốn,"10,600.00",0.00,0.00,0.00,0.00,9786040002037,,0.00,0.00,FALSE,,,0.00
SGK120008,Ngữ văn 12/2_CB (T6),Lớp 12,Cuốn,"10,200.00",0.00,0.00,0.00,0.00,9786040002044,,0.00,0.00,FALSE,,,0.00
SGK120009,Lịch sử 12_CB (T6),Lớp 12,Cuốn,"12,800.00",0.00,0.00,0.00,0.00,9786040002051,,0.00,0.00,FALSE,,,0.00
SGK120010,Địa lí 12_CB (T6),Lớp 12,Cuốn,"14,800.00",0.00,0.00,0.00,0.00,9786040002068,,0.00,0.00,FALSE,,,0.00
SGK120011,Giáo dục công dân 12 (T6),Lớp 12,Cuốn,"6,000.00",0.00,0.00,0.00,0.00,9786040002075,,0.00,0.00,FALSE,,,0.00
SGK120012,Tin học 12 (T6),Lớp 12,Cuốn,"6,800.00",0.00,0.00,0.00,0.00,9786040002082,,0.00,0.00,FALSE,,,0.00
SGK120013,Tiếng Anh 12_CB (T6),Lớp 12,Cuốn,"14,500.00",0.00,0.00,0.00,0.00,9786040002099,,0.00,0.00,FALSE,,,0.00
SGK120014,Giáo Dục Quốc Phòng - An Ninh 12 (T6),Lớp 12,Cuốn,"10,300.00",0.00,0.00,0.00,0.00,9786040012661,,0.00,0.00,FALSE,,,0.00
SGK120015,Bài tập Giải tích 12_CB (T6),Lớp 12,Cuốn,"15,800.00",0.00,0.00,0.00,0.00,9786040014320,,0.00,0.00,FALSE,,,0.00
SGK120016,Bài tập Hình học 12_CB (T6),Lớp 12,Cuốn,"11,600.00",0.00,0.00,0.00,0.00,9786040014337,,0.00,0.00,FALSE,,,0.00
SGK120017,Bài tập Vật lí 12_CB (T6),Lớp 12,Cuốn,"13,500.00",0.00,0.00,0.00,0.00,9786040014344,,0.00,0.00,FALSE,,,0.00
SGK120018,Bài tập Hoá học 12_CB (T6),Lớp 12,Cuốn,"13,700.00",0.00,0.00,0.00,0.00,9786040014351,,0.00,0.00,FALSE,,,0.00
SGK120019,Bài tập Ngữ văn 12/1_CB (T6),Lớp 12,Cuốn,"9,600.00",0.00,0.00,0.00,0.00,9786040014368,,0.00,0.00,FALSE,,,0.00
SGK120020,Bài tập Ngữ văn 12/2_CB (T6),Lớp 12,Cuốn,"8,600.00",0.00,0.00,0.00,0.00,9786040014375,,0.00,0.00,FALSE,,,0.00
SGK120021,Bài tập Tin học 12_CB (T6),Lớp 12,Cuốn,"8,200.00",0.00,0.00,0.00,0.00,9786040014382,,0.00,0.00,FALSE,,,0.00
SGK120022,Bài tập Tiếng Anh 12_CB (T6),Lớp 12,Cuốn,"8,400.00",0.00,0.00,0.00,0.00,9786040014399,,0.00,0.00,FALSE,,,0.00
SGK120023,Ngữ Văn 12/1_NC (T6),Lớp 12,Cuốn,"10,300.00",0.00,0.00,0.00,0.00,9786040002181,,0.00,0.00,FALSE,,,0.00
SGK120024,Ngữ Văn 12/2_NC (T6),Lớp 12,Cuốn,"9,100.00",0.00,0.00,0.00,0.00,9786040002198,,0.00,0.00,FALSE,,,0.00
SGK120025,Giải tích 12_NC (T6),Lớp 12,Cuốn,"10,800.00",0.00,0.00,0.00,0.00,9786040002136,,0.00,0.00,FALSE,,,0.00
SGK120026,Hình học 12_NC (T6),Lớp 12,Cuốn,"6,900.00",0.00,0.00,0.00,0.00,9786040002143,,0.00,0.00,FALSE,,,0.00
SGK120027,Vật lí 12_NC (T6),Lớp 12,Cuốn,"18,500.00",0.00,0.00,0.00,0.00,9786040002150,,0.00,0.00,FALSE,,,0.00
SGK120028,Hóa học 12_NC (T6),Lớp 12,Cuốn,"19,400.00",0.00,0.00,0.00,0.00,9786040002167,,0.00,0.00,FALSE,,,0.00
SGK120029,Sinh Học 12_NC (T6),Lớp 12,Cuốn,"19,400.00",0.00,0.00,0.00,0.00,9786040002174,,0.00,0.00,FALSE,,,0.00
SGK120030,Tiếng Anh 12_NC (T6),Lớp 12,Cuốn,"14,700.00",0.00,0.00,0.00,0.00,9786040002228,,0.00,0.00,FALSE,,,0.00
SGK120031,Bài tập Vật lí 12_NC (T6),Lớp 12,Cuốn,"7,600.00",0.00,0.00,0.00,0.00,9786040014511,,0.00,0.00,FALSE,,,0.00
SGK120032,Bài tập Hóa học 12_NC (T6),Lớp 12,Cuốn,"11,000.00",0.00,0.00,0.00,0.00,9786040014528,,0.00,0.00,FALSE,,,0.00
SGK120033,Bài tập hình học 12_NC (T6),Lớp 12,Cuốn,"13,900.00",0.00,0.00,0.00,0.00,9786040014504,,0.00,0.00,FALSE,,,0.00
SGKTC0001,Tiếng Anh 3 SBT Iseebooks,Sách giáo khoa TC,Cuốn,"38,000.00",0.00,0.00,0.00,0.00,9786040002471,,0.00,0.00,FALSE,,,0.00
SGKTC0002,Tiếng anh 3/1 SHS Iseebooks,Sách giáo khoa TC,Cuốn,"29,000.00",0.00,0.00,0.00,0.00,9786040002518,,0.00,0.00,FALSE,,,0.00
SGKTC0003,Tiếng anh 4/1 SHS Iseebooks,Sách giáo khoa TC,Cuốn,"31,000.00",0.00,0.00,0.00,0.00,9786040002525,,0.00,0.00,FALSE,,,0.00
SGKTC0004,Tiếng anh 3/2 SHS Iseebooks,Sách giáo khoa TC,Cuốn,"29,000.00",0.00,0.00,0.00,0.00,9786040002532,,0.00,0.00,FALSE,,,0.00
SGKTC0005,Tiếng anh 4/2 SHS Iseebooks,Sách giáo khoa TC,Cuốn,"31,000.00",0.00,0.00,0.00,0.00,9786040006646,,0.00,0.00,FALSE,,,0.00
SGKTC0006,Tiếng Anh 6/1 sách bài tập Iseebooks,Sách giáo khoa TC,Cuốn,"27,000.00",0.00,0.00,0.00,0.00,9786040006653,,0.00,0.00,FALSE,,,0.00
SGKTC0007,Tiếng Anh 6/2 Sách bài tập kèm Iseebooks,Sách giáo khoa TC,Cuốn,"27,000.00",0.00,0.00,0.00,0.00,9786040006660,,0.00,0.00,FALSE,,,0.00
SGKTC0008,Tiếng Anh 6/1 SHS Iseebooks không CD,Sách giáo khoa TC,Cuốn,"32,000.00",0.00,0.00,0.00,0.00,9786040006691,,0.00,0.00,FALSE,,,0.00
SGKTC0009,Tiếng Anh 6/2 Iseebooks không CD,Sách giáo khoa TC,Cuốn,"32,000.00",0.00,0.00,0.00,0.00,9786040006707,,0.00,0.00,FALSE,,,0.00
SGKTC0010,Tiếng Anh 7/1 SHS Iseebooks không CD,Sách giáo khoa TC,Cuốn,"32,000.00",0.00,0.00,0.00,0.00,9786040008350,,0.00,0.00,FALSE,,,0.00
SGKTC0011,Tiếng Anh 7/2 SHS Iseebooks không CD,Sách giáo khoa TC,Cuốn,"32,000.00",0.00,0.00,0.00,0.00,9786040008367,,0.00,0.00,FALSE,,,0.00
SGKTC0012,Tiếng Anh 7/1 Sách bài tập Iseebooks,Sách giáo khoa TC,Cuốn,"30,000.00",0.00,0.00,0.00,0.00,9786040013569,,0.00,0.00,FALSE,,,0.00
SGKTC0013,Tiếng Anh 7/2 Sách bài tập Iseebooks,Sách giáo khoa TC,Cuốn,"30,000.00",0.00,0.00,0.00,0.00,9786040013576,,0.00,0.00,FALSE,,,0.00
SGKTC0014,Tiếng Anh 8/1 Sách bài tập Iseebooks,Sách giáo khoa TC,Cuốn,"32,000.00",0.00,0.00,0.00,0.00,9786040063373,,0.00,0.00,FALSE,,,0.00
SGKTC0015,Tiếng Anh 8/2 Sách bài tập Iseebooks,Sách giáo khoa TC,Cuốn,"32,000.00",0.00,0.00,0.00,0.00,9786040063380,,0.00,0.00,FALSE,,,0.00
SGKTC0016,Tiếng Anh 8/1 Iseebooks Không CD,Sách giáo khoa TC,Cuốn,"34,000.00",0.00,0.00,0.00,0.00,9786040063410,,0.00,0.00,FALSE,,,0.00
SGKTC0017,Tiếng Anh 8/2 Iseebooks không CD,Sách giáo khoa TC,Cuốn,"34,000.00",0.00,0.00,0.00,0.00,9786040063427,,0.00,0.00,FALSE,,,0.00
SGKTC0018,Tiếng Anh 9/1 Sách bài tập,Sách giáo khoa TC,Cuốn,"34,000.00",0.00,0.00,0.00,0.00,9786040077608,,0.00,0.00,FALSE,,,0.00
SGKTC0019,Tiếng Anh 9/2 Sách bài tập,Sách giáo khoa TC,Cuốn,"34,000.00",0.00,0.00,0.00,0.00,9786040077615,,0.00,0.00,FALSE,,,0.00
SGKTC0020,Tiếng Anh 9/1 SHS không CD,Sách giáo khoa TC,Cuốn,"34,000.00",0.00,0.00,0.00,0.00,9786040077639,,0.00,0.00,FALSE,,,0.00
SGKTC0021,Tiếng Anh 9/2 SHS không CD,Sách giáo khoa TC,Cuốn,"39,000.00",0.00,0.00,0.00,0.00,9786040077646,,0.00,0.00,FALSE,,,0.00
